batch_id,plant,country,product,production_date,units_produced,units_rejected,production_time_hrs,delay_days,production_cost,quality_issue,reject_rate,cost_per_unit,quality_flag,critical_quality,critical_delay_prod,batch_risk_score
BCH000343,Plant_E,Brazil,Aspirin 100mg,2023-10-15,46617,2999,10.0,0,66525.64,,0.06433275414548341,1.427068236909282,0,1,0,2
BCH000344,Plant_C,Germany,Metformin 850mg,2023-08-14,205844,111732,11.7,2,1205938.8,Equipment failure,0.5427994014885058,5.858508384990576,1,1,0,3
BCH000345,Plant_F,France,Aspirin 100mg,2023-11-30,40641,6276,14.6,6,293426.15,Equipment failure,0.15442533402229275,7.219953987352674,1,1,1,5
BCH000346,Plant_E,Brazil,Ibuprofen 400mg,2023-12-27,180096,13027,19.0,0,256537.38,Contamination,0.07233364427860696,1.4244479610874201,1,1,0,3
BCH000347,Plant_E,Brazil,Insulin Glargine,2023-09-03,134800,28596,24.9,0,148124.68,Process deviation,0.21213649851632047,1.0988477744807121,1,1,0,3
BCH000348,Plant_E,Brazil,Ibuprofen 400mg,2023-12-27,196963,12314,27.4,2,246207.97,,0.06251935642734929,1.2500214253438464,0,1,0,2
BCH000349,Plant_E,Brazil,Atorvastatin 20mg,2023-07-02,193915,15329,24.2,0,254918.78,Process deviation,0.07905009927029884,1.3145903101874532,1,1,0,3
BCH000350,Plant_A,Mexico,Atorvastatin 20mg,2023-12-05,164324,39562,14.3,0,230132.05,Equipment failure,0.24075606728171173,1.4004774104817312,1,1,0,3
BCH000351,Plant_F,France,Paracetamol 500mg,2023-09-10,233920,131018,15.4,0,1541353.48,Contamination,0.5600974692202463,6.589233413132695,1,1,0,3
BCH000352,Plant_F,France,Metformin 850mg,2023-08-31,31566,6490,21.1,0,217342.28,Process deviation,0.2056009630615219,6.885328518025724,1,1,0,3
BCH000353,Plant_D,India,Amoxicillin 500mg,2023-11-01,85271,2555,25.0,2,101666.14,,0.0299632934995485,1.1922709948282535,0,0,0,0
BCH000354,Plant_F,France,Amoxicillin 500mg,2023-09-14,178173,27224,25.8,0,1309893.78,Contamination,0.15279531691109202,7.351808523176913,1,1,0,3
BCH000355,Plant_A,Mexico,Omeprazole 20mg,2023-10-16,164386,10683,8.0,0,199536.02,,0.06498728602192401,1.2138261165792708,0,1,0,2
BCH000356,Plant_D,India,Metformin 850mg,2023-12-27,219505,9078,25.2,0,308071.28,,0.04135668891369217,1.4034818341267854,0,0,0,0
BCH000357,Plant_E,Brazil,Insulin Glargine,2023-07-10,108412,14518,13.4,0,125992.6,Process deviation,0.13391506475297937,1.1621647050142052,1,1,0,3
BCH000358,Plant_C,Germany,Insulin Glargine,2023-11-16,35522,3260,25.3,6,273104.23,Process deviation,0.09177411181802826,7.688312313495861,1,1,1,5
BCH000359,Plant_A,Mexico,Ibuprofen 400mg,2023-07-07,38650,4253,11.1,0,44466.82,Equipment failure,0.11003880983182406,1.1504998706338938,1,1,0,3
BCH000360,Plant_A,Mexico,Atorvastatin 20mg,2023-08-28,118652,17811,16.5,3,155308.79,Equipment failure,0.1501112497050197,1.3089437177628696,1,1,1,5
BCH000361,Plant_F,France,Paracetamol 500mg,2023-08-07,88973,4653,27.6,0,602033.77,,0.05229676418688816,6.766477133512414,0,1,0,2
BCH000362,Plant_F,France,Metformin 850mg,2023-07-07,123094,16885,11.0,1,827556.43,Temperature deviation,0.13717159244154872,6.722963182608414,1,1,0,3
BCH000363,Plant_E,Brazil,Omeprazole 20mg,2023-09-07,116985,8333,14.0,2,129554.58,Temperature deviation,0.07123135444715134,1.107446082831132,1,1,0,3
BCH000364,Plant_D,India,Atorvastatin 20mg,2023-07-22,32833,1702,17.8,0,37418.78,,0.05183808972679926,1.1396698443639022,0,1,0,2
BCH000365,Plant_C,Germany,Losartan 50mg,2023-10-07,196122,41056,29.9,0,1511176.52,Temperature deviation,0.20933908485534514,7.705288136975964,1,1,0,3
BCH000366,Plant_E,Brazil,Insulin Lispro,2023-10-09,190974,2915,29.6,0,249038.42,,0.015263857907359117,1.304043587085153,0,0,0,0
BCH000367,Plant_E,Brazil,Amoxicillin 500mg,2023-07-24,185144,23331,29.5,7,234711.76,Temperature deviation,0.12601542583070474,1.2677254461392213,1,1,1,5
BCH000368,Plant_B,USA,Omeprazole 20mg,2023-10-01,35264,1492,22.7,0,46217.76,,0.04230943738656987,1.3106215970961888,0,0,0,0
BCH000369,Plant_E,Brazil,Amoxicillin 500mg,2023-07-26,189896,22455,15.9,0,205705.57,Temperature deviation,0.11824893625984749,1.0832538336773814,1,1,0,3
BCH000370,Plant_B,USA,Atorvastatin 20mg,2023-10-29,141921,3194,17.4,2,158148.78,,0.022505478399954905,1.1143437546240513,0,0,0,0
BCH000371,Plant_D,India,Insulin Glargine,2023-12-13,83369,7116,28.2,0,101978.73,Equipment failure,0.08535546785975602,1.2232212213172762,1,1,0,3
BCH000372,Plant_D,India,Paracetamol 500mg,2023-08-04,227569,8073,20.7,5,323679.19,,0.03547495484885903,1.4223342810312476,0,0,1,2
BCH000373,Plant_A,Mexico,Atorvastatin 20mg,2023-07-12,135144,24123,13.3,0,177901.83,Equipment failure,0.17849849049902328,1.3163871870005326,1,1,0,3
BCH000374,Plant_A,Mexico,Omeprazole 20mg,2023-11-14,172030,16644,27.1,0,196644.02,Equipment failure,0.09675056676161135,1.1430798116607568,1,1,0,3
BCH000375,Plant_F,France,Metformin 850mg,2023-08-12,26620,648,15.8,3,170391.09,,0.02434259954921112,6.4008673929376405,0,0,1,2
BCH000376,Plant_F,France,Metformin 850mg,2023-12-01,121152,14544,21.0,0,757094.14,Contamination,0.12004754358161648,6.249126221605916,1,1,0,3
BCH000377,Plant_C,Germany,Paracetamol 500mg,2023-07-28,46026,7792,28.7,0,275445.58,Contamination,0.16929561552166167,5.984564811193674,1,1,0,3
BCH000378,Plant_B,USA,Paracetamol 500mg,2023-09-29,120534,8456,27.3,2,136754.77,Equipment failure,0.07015447923407503,1.1345742280186502,1,1,0,3
BCH000379,Plant_E,Brazil,Atorvastatin 20mg,2023-12-26,203756,7197,8.0,0,276210.99,,0.035321659239482515,1.3555968413200101,0,0,0,0
BCH000380,Plant_F,France,Losartan 50mg,2023-07-29,189491,9339,14.7,0,1220926.04,,0.04928466259611274,6.443187486476931,0,0,0,0
BCH000381,Plant_E,Brazil,Metformin 850mg,2023-10-31,178560,11197,15.2,0,212317.68,,0.06270721326164874,1.1890551075268816,0,1,0,2
BCH000382,Plant_F,France,Insulin Glargine,2023-11-10,199025,62687,29.7,5,1477373.0,Equipment failure,0.31497048109533976,7.4230523803542265,1,1,1,5
BCH000383,Plant_F,France,Paracetamol 500mg,2023-08-07,121527,19194,23.6,0,839966.56,Process deviation,0.15794021081734924,6.911769071893489,1,1,0,3
BCH000384,Plant_A,Mexico,Insulin Glargine,2023-08-23,135434,1772,21.2,0,159205.02,,0.013083863726981408,1.1755173737761566,0,0,0,0
BCH000385,Plant_D,India,Paracetamol 500mg,2023-08-12,71421,10549,16.1,1,90219.05,Contamination,0.1477016563755758,1.263200599263522,1,1,0,3
BCH000386,Plant_F,France,Amoxicillin 500mg,2023-12-04,198855,47907,23.3,0,1520433.26,Equipment failure,0.24091423398959042,7.645939302506852,1,1,0,3
BCH000387,Plant_B,USA,Paracetamol 500mg,2023-07-04,153721,22715,15.4,0,185129.75,Temperature deviation,0.14776770903129696,1.204323091835208,1,1,0,3
BCH000388,Plant_C,Germany,Losartan 50mg,2023-11-16,234125,54290,18.9,1,1802019.57,Process deviation,0.23188467698878804,7.696826780565937,1,1,0,3
BCH000389,Plant_C,Germany,Aspirin 100mg,2023-10-30,162385,39468,26.5,0,957929.76,Process deviation,0.24305200603504018,5.899127136127105,1,1,0,3
BCH000390,Plant_E,Brazil,Amoxicillin 500mg,2023-08-11,172269,12472,29.3,3,219938.4,Temperature deviation,0.0723984001764682,1.2767149051773679,1,1,1,5
BCH000391,Plant_C,Germany,Ibuprofen 400mg,2023-08-23,23437,1930,20.2,0,173668.33,Process deviation,0.08234842343303324,7.410006826812305,1,1,0,3
BCH000392,Plant_E,Brazil,Ibuprofen 400mg,2023-08-16,132470,11774,25.5,4,175148.27,Contamination,0.08888050124556503,1.3221730957952744,1,1,1,5
BCH000393,Plant_B,USA,Metformin 850mg,2023-11-18,70337,2133,22.8,5,76271.79,,0.030325433271251263,1.0843765016989635,0,0,1,2
BCH000394,Plant_E,Brazil,Paracetamol 500mg,2023-11-28,124530,38005,15.3,0,162345.44,Contamination,0.30518750501887093,1.303665301533767,1,1,0,3
BCH000395,Plant_D,India,Amoxicillin 500mg,2023-07-23,77083,9119,23.1,0,95258.87,Temperature deviation,0.11830105211265779,1.2357960899290374,1,1,0,3
BCH000396,Plant_F,France,Paracetamol 500mg,2023-07-12,83562,14166,21.9,1,598252.47,Contamination,0.1695268184102822,7.159384289509585,1,1,0,3
BCH000397,Plant_E,Brazil,Metformin 850mg,2023-11-19,41496,1547,17.5,0,48943.49,,0.03728070175438596,1.1794748891459417,0,0,0,0
BCH000398,Plant_C,Germany,Atorvastatin 20mg,2023-10-27,180392,22509,16.9,7,1095149.34,Contamination,0.12477826067674841,6.0709418377755116,1,1,1,5
BCH000399,Plant_B,USA,Losartan 50mg,2023-10-10,96298,4684,12.5,0,113163.58,,0.048640677895698765,1.1751394629171945,0,0,0,0
BCH000400,Plant_C,Germany,Insulin Lispro,2023-09-06,83603,40117,9.7,7,587486.02,Contamination,0.47985120151190747,7.027092568448501,1,1,1,5
BCH000401,Plant_B,USA,Ibuprofen 400mg,2023-08-22,245341,8320,22.3,1,320050.66,,0.03391198372876934,1.3045135546035924,0,0,0,0
BCH000402,Plant_E,Brazil,Insulin Glargine,2023-10-21,204668,15451,14.0,1,244096.61,Process deviation,0.07549299353098676,1.1926466765688821,1,1,0,3
BCH000403,Plant_A,Mexico,Ibuprofen 400mg,2023-09-03,50103,1505,17.0,2,66378.47,,0.03003812146977227,1.3248402291279964,0,0,0,0
BCH000404,Plant_D,India,Metformin 850mg,2023-10-15,29775,3893,26.5,6,36434.26,Process deviation,0.1307472712006717,1.2236527287993284,1,1,1,5
BCH000405,Plant_F,France,Insulin Glargine,2023-07-15,238441,72785,13.7,5,1596682.22,Contamination,0.30525371056152256,6.69634089774829,1,1,1,5
BCH000406,Plant_E,Brazil,Aspirin 100mg,2023-09-02,216065,10746,10.0,0,288891.65,,0.04973503343901141,1.3370589868789486,0,0,0,0
BCH000407,Plant_D,India,Omeprazole 20mg,2023-08-13,152752,24965,14.0,0,176762.53,Temperature deviation,0.16343484864355295,1.1571863543521526,1,1,0,3
BCH000408,Plant_C,Germany,Losartan 50mg,2023-08-19,214527,53931,9.8,1,1536463.77,Temperature deviation,0.2513949293095974,7.162099735697605,1,1,0,3
BCH000409,Plant_B,USA,Insulin Lispro,2023-12-21,178270,7174,12.4,6,227460.3,,0.040242329051438826,1.275931452291468,0,0,1,2
BCH000410,Plant_E,Brazil,Aspirin 100mg,2023-08-05,239086,21268,28.3,0,290154.93,Temperature deviation,0.08895543862877793,1.2136006708882996,1,1,0,3
BCH000411,Plant_D,India,Amoxicillin 500mg,2023-12-07,79085,15215,25.3,5,104386.4,Process deviation,0.19238793702977808,1.31992666118733,1,1,1,5
BCH000412,Plant_B,USA,Amoxicillin 500mg,2023-08-14,133959,16875,22.3,0,166017.58,Equipment failure,0.12597137930262245,1.2393163579901312,1,1,0,3
BCH000413,Plant_B,USA,Aspirin 100mg,2023-10-11,197081,26448,9.2,0,248508.74,Process deviation,0.13419862899011067,1.2609472247451554,1,1,0,3
BCH000414,Plant_F,France,Aspirin 100mg,2023-10-31,185003,7390,11.5,0,1139805.32,,0.039945298184353766,6.16100992956871,0,0,0,0
BCH000415,Plant_D,India,Omeprazole 20mg,2023-10-31,193169,31446,10.4,3,256267.34,Temperature deviation,0.16279009571929243,1.3266483752568994,1,1,1,5
BCH000416,Plant_F,France,Insulin Glargine,2023-09-25,56210,6451,15.8,1,367946.59,Temperature deviation,0.11476605586194627,6.545927592954991,1,1,0,3
BCH000417,Plant_E,Brazil,Atorvastatin 20mg,2023-11-26,141276,6495,15.8,6,169196.0,,0.045973838443897054,1.197627339392395,0,0,1,2
BCH000418,Plant_C,Germany,Ibuprofen 400mg,2023-12-24,147332,47285,26.9,1,917588.56,Temperature deviation,0.3209418184779953,6.2280330138734294,1,1,0,3
BCH000419,Plant_B,USA,Losartan 50mg,2023-12-07,129393,4820,11.5,0,168184.61,,0.037250855919562884,1.299796820538978,0,0,0,0
BCH000420,Plant_A,Mexico,Insulin Glargine,2023-09-27,248271,19435,8.0,0,282905.4,Temperature deviation,0.07828139412174599,1.1395023985886392,1,1,0,3
BCH000421,Plant_E,Brazil,Amoxicillin 500mg,2023-09-19,21672,766,11.6,0,23555.0,,0.03534514581026209,1.0868863049095607,0,0,0,0
BCH000422,Plant_E,Brazil,Omeprazole 20mg,2023-10-23,100875,23565,21.4,0,127800.64,Contamination,0.23360594795539033,1.2669208426270135,1,1,0,3
BCH000423,Plant_A,Mexico,Amoxicillin 500mg,2023-11-14,183891,4825,21.6,0,262145.93,,0.026238369468870145,1.425550625098564,0,0,0,0
BCH000424,Plant_F,France,Paracetamol 500mg,2023-08-26,69095,13789,11.8,2,498809.58,Temperature deviation,0.19956581518199581,7.219184890368334,1,1,0,3
BCH000425,Plant_B,USA,Losartan 50mg,2023-12-18,240546,2207,21.3,1,269782.46,,0.009174960298653896,1.1215420751124525,0,0,0,0
BCH000426,Plant_D,India,Aspirin 100mg,2023-10-21,155116,12299,27.7,0,189407.4,Equipment failure,0.07928904819618866,1.2210693932282937,1,1,0,3
BCH000427,Plant_F,France,Paracetamol 500mg,2023-11-19,29484,9855,18.4,3,176451.11,Temperature deviation,0.3342490842490842,5.984639465472799,1,1,1,5
BCH000428,Plant_F,France,Atorvastatin 20mg,2023-08-01,146643,20473,19.8,0,1064733.05,Contamination,0.1396111645288217,7.260715138124561,1,1,0,3
BCH000429,Plant_F,France,Losartan 50mg,2023-10-03,190044,52363,17.9,0,1405097.63,Contamination,0.27553092967944265,7.393538496348214,1,1,0,3
BCH000430,Plant_E,Brazil,Insulin Glargine,2023-08-08,98364,11411,12.5,3,138165.88,Equipment failure,0.11600788906510512,1.4046386889512423,1,1,1,5
BCH000431,Plant_A,Mexico,Omeprazole 20mg,2023-11-13,128014,10123,22.3,7,141322.76,Contamination,0.07907728842157889,1.1039633165122567,1,1,1,5
BCH000432,Plant_D,India,Amoxicillin 500mg,2023-12-28,21903,2443,15.1,8,28063.47,Temperature deviation,0.11153723234260148,1.2812614710313657,1,1,1,5
BCH000433,Plant_E,Brazil,Omeprazole 20mg,2023-09-14,180396,12724,23.9,0,224976.52,Process deviation,0.07053371471651255,1.2471258786225858,1,1,0,3
BCH000434,Plant_D,India,Metformin 850mg,2023-11-22,222813,3835,25.0,0,305168.71,,0.017211742582344838,1.3696180653732055,0,0,0,0
BCH000435,Plant_C,Germany,Ibuprofen 400mg,2023-08-10,122949,5636,11.1,3,843444.37,,0.04584014510081416,6.860115739046271,0,0,1,2
BCH000436,Plant_D,India,Ibuprofen 400mg,2023-07-19,170400,13365,24.5,0,238653.28,Equipment failure,0.0784330985915493,1.4005474178403756,1,1,0,3
BCH000437,Plant_C,Germany,Amoxicillin 500mg,2023-11-16,59246,13520,21.9,4,413458.47,Equipment failure,0.22820105998717213,6.978673159369408,1,1,1,5
BCH000438,Plant_D,India,Ibuprofen 400mg,2023-09-01,81559,10599,13.3,0,97298.06,Contamination,0.1299550019004647,1.1929775990387326,1,1,0,3
BCH000439,Plant_B,USA,Atorvastatin 20mg,2023-11-11,87812,4903,23.3,0,97270.21,,0.05583519336764907,1.1077097663189541,0,1,0,2
BCH000440,Plant_B,USA,Metformin 850mg,2023-12-19,207239,12988,13.8,0,275472.28,,0.06267160138776967,1.3292492243255374,0,1,0,2
BCH000441,Plant_A,Mexico,Ibuprofen 400mg,2023-12-28,36079,7016,12.8,0,47987.62,Temperature deviation,0.19446215249868345,1.3300706782338758,1,1,0,3
BCH000442,Plant_B,USA,Atorvastatin 20mg,2023-09-10,239456,31142,12.1,3,324201.03,Temperature deviation,0.13005312040625416,1.3539064796872913,1,1,1,5
BCH000443,Plant_B,USA,Losartan 50mg,2023-09-26,99935,3242,8.7,0,117268.48,,0.03244108670635913,1.173447540901586,0,0,0,0
BCH000444,Plant_F,France,Omeprazole 20mg,2023-10-23,189440,62676,27.8,2,1227552.89,Contamination,0.33084881756756757,6.479903346706081,1,1,0,3
BCH000445,Plant_A,Mexico,Atorvastatin 20mg,2023-11-21,21947,334,13.5,3,30378.02,,0.015218480885770264,1.3841536428669066,0,0,1,2
BCH000446,Plant_A,Mexico,Atorvastatin 20mg,2023-12-16,31893,1712,8.9,8,37217.18,,0.05367949079735365,1.1669388267017842,0,1,1,4
BCH000447,Plant_A,Mexico,Atorvastatin 20mg,2023-11-02,144467,13286,13.1,0,190055.46,Equipment failure,0.0919656392117231,1.3155631389867581,1,1,0,3
BCH000448,Plant_B,USA,Ibuprofen 400mg,2023-08-01,132195,5655,21.6,0,182609.29,,0.042777714739589245,1.3813630621430464,0,0,0,0
BCH000449,Plant_A,Mexico,Insulin Lispro,2023-08-24,71024,10130,24.6,1,102036.24,Temperature deviation,0.14262784410903356,1.4366445145302997,1,1,0,3
BCH000450,Plant_E,Brazil,Atorvastatin 20mg,2023-12-06,23498,2723,28.4,1,33229.59,Temperature deviation,0.11588220274065877,1.4141454591880158,1,1,0,3
BCH000451,Plant_B,USA,Omeprazole 20mg,2023-10-06,232090,57245,25.7,8,304925.23,Temperature deviation,0.24665000646301005,1.3138232151320608,1,1,1,5
BCH000452,Plant_D,India,Ibuprofen 400mg,2023-11-27,189187,18466,16.2,2,250466.82,Process deviation,0.09760712945392654,1.3239113681172596,1,1,0,3
BCH000453,Plant_F,France,Insulin Lispro,2023-11-07,151637,29225,14.1,2,1078873.9,Contamination,0.19273000652874958,7.1148459808621904,1,1,0,3
BCH000454,Plant_A,Mexico,Aspirin 100mg,2023-07-16,67211,1290,22.7,2,83601.2,,0.019193286813170462,1.2438618678490128,0,0,0,0
BCH000455,Plant_F,France,Paracetamol 500mg,2023-11-26,231501,80678,29.1,4,1716691.34,Process deviation,0.3484995745158768,7.415481315415485,1,1,1,5
BCH000456,Plant_E,Brazil,Ibuprofen 400mg,2023-09-15,213394,59541,28.3,1,251746.13,Equipment failure,0.27901909144587006,1.1797245002202499,1,1,0,3
BCH000457,Plant_B,USA,Paracetamol 500mg,2023-09-08,126511,11666,9.9,0,155912.24,Equipment failure,0.09221332532348965,1.2324006608121032,1,1,0,3
BCH000458,Plant_A,Mexico,Insulin Lispro,2023-11-10,154928,29582,24.2,4,178290.41,Process deviation,0.1909403077558608,1.150795272642776,1,1,1,5
BCH000459,Plant_F,France,Atorvastatin 20mg,2023-12-18,23020,5405,15.4,4,137467.81,Contamination,0.2347958297132928,5.97166854908775,1,1,1,5
BCH000460,Plant_B,USA,Insulin Glargine,2023-08-19,20857,1792,18.3,0,24247.76,Temperature deviation,0.08591839670134727,1.1625717984369754,1,1,0,3
BCH000461,Plant_B,USA,Ibuprofen 400mg,2023-07-04,27373,1724,13.1,0,32513.05,,0.0629817703576517,1.1877781025097724,0,1,0,2
BCH000462,Plant_A,Mexico,Insulin Glargine,2023-09-04,166631,10781,25.8,0,192589.19,,0.06469984576699414,1.1557824774501744,0,1,0,2
BCH000463,Plant_A,Mexico,Insulin Glargine,2023-08-07,181666,3665,14.7,0,227887.95,,0.0201743859610494,1.2544336859951781,0,0,0,0
BCH000464,Plant_F,France,Metformin 850mg,2023-12-14,42024,6473,21.7,1,257647.2,Equipment failure,0.15403102988768322,6.130953740719589,1,1,0,3
BCH000465,Plant_F,France,Atorvastatin 20mg,2023-11-30,86690,23675,9.3,0,646156.34,Temperature deviation,0.27309955012112125,7.453643326796631,1,1,0,3
BCH000466,Plant_F,France,Ibuprofen 400mg,2023-11-23,98922,10644,27.0,2,728584.88,Equipment failure,0.10759992721538182,7.365246153535108,1,1,0,3
BCH000467,Plant_A,Mexico,Losartan 50mg,2023-12-07,184233,8805,12.3,4,223608.79,,0.04779274071420429,1.2137282137293537,0,0,1,2
BCH000468,Plant_B,USA,Omeprazole 20mg,2023-07-29,190876,16586,26.9,4,230980.07,Equipment failure,0.08689410926465349,1.2101053563570068,1,1,1,5
BCH000469,Plant_D,India,Metformin 850mg,2023-11-14,68663,15254,28.9,0,79011.26,Contamination,0.2221574938467588,1.1507108632014331,1,1,0,3
BCH000470,Plant_E,Brazil,Paracetamol 500mg,2023-10-21,105501,711,20.2,1,122669.98,,0.00673927261352973,1.1627376043828968,0,0,0,0
BCH000471,Plant_B,USA,Omeprazole 20mg,2023-11-14,134643,30969,12.8,0,158920.68,Equipment failure,0.23000824402308326,1.1803114903856866,1,1,0,3
BCH000472,Plant_F,France,Omeprazole 20mg,2023-08-04,106049,28005,11.1,7,738520.77,Temperature deviation,0.2640760403209837,6.963957887391677,1,1,1,5
BCH000473,Plant_A,Mexico,Omeprazole 20mg,2023-09-26,138115,20257,25.5,1,191184.79,Temperature deviation,0.14666763204575897,1.3842434927415561,1,1,0,3
BCH000474,Plant_A,Mexico,Losartan 50mg,2023-08-05,163258,32248,13.8,4,190992.4,Process deviation,0.19752783937081184,1.1698808021658968,1,1,1,5
BCH000475,Plant_D,India,Aspirin 100mg,2023-10-23,146587,16748,18.1,3,166337.76,Process deviation,0.11425296922646619,1.1347374596655913,1,1,1,5
BCH000476,Plant_D,India,Insulin Lispro,2023-12-02,179312,18151,12.6,0,212471.44,Equipment failure,0.10122579637726421,1.1849259391451772,1,1,0,3
BCH000477,Plant_C,Germany,Ibuprofen 400mg,2023-07-01,36478,3311,18.7,3,224385.65,Process deviation,0.09076703766653874,6.151259663358736,1,1,1,5
BCH000478,Plant_D,India,Omeprazole 20mg,2023-09-27,175779,26549,12.5,0,191769.08,Equipment failure,0.15103624437503912,1.0909669528214405,1,1,0,3
BCH000479,Plant_C,Germany,Aspirin 100mg,2023-09-06,178573,36147,9.1,1,1219204.93,Process deviation,0.2024214186915155,6.82748752610977,1,1,0,3
BCH000480,Plant_E,Brazil,Metformin 850mg,2023-07-21,172080,24617,17.9,0,187393.36,Equipment failure,0.14305555555555555,1.0889897721989772,1,1,0,3
BCH000481,Plant_E,Brazil,Paracetamol 500mg,2023-08-24,135673,26436,25.6,0,165074.77,Contamination,0.194850854628408,1.2167105466820958,1,1,0,3
BCH000482,Plant_B,USA,Losartan 50mg,2023-08-28,125235,5237,20.4,0,165793.8,,0.0418173833193596,1.323861540304228,0,0,0,0
BCH000483,Plant_F,France,Omeprazole 20mg,2023-07-30,74153,19652,25.1,3,509670.96,Process deviation,0.2650196215931925,6.873234528609767,1,1,1,5
BCH000484,Plant_A,Mexico,Metformin 850mg,2023-07-15,242216,17454,13.8,2,342966.67,Contamination,0.07205964923869604,1.4159538180797304,1,1,0,3
BCH000485,Plant_D,India,Metformin 850mg,2023-10-27,240361,23094,24.3,6,336156.36,Contamination,0.09608047894625169,1.3985478509408764,1,1,1,5
BCH000486,Plant_B,USA,Atorvastatin 20mg,2023-08-13,151530,20038,9.7,0,182198.14,Equipment failure,0.13223784069161224,1.2023898897908005,1,1,0,3
BCH000487,Plant_A,Mexico,Insulin Lispro,2023-08-25,198383,42139,16.2,6,227518.3,Process deviation,0.21241235388112892,1.1468638945877419,1,1,1,5
BCH000488,Plant_E,Brazil,Amoxicillin 500mg,2023-07-29,187381,4472,19.0,7,232505.57,,0.023865813502969884,1.2408172119905434,0,0,1,2
BCH000489,Plant_D,India,Ibuprofen 400mg,2023-07-01,134544,2523,27.9,3,173298.16,,0.018752229753835177,1.2880407896301582,0,0,1,2
BCH000490,Plant_C,Germany,Amoxicillin 500mg,2023-12-19,169773,31858,28.0,4,1289654.71,Process deviation,0.187650568700559,7.596347534649208,1,1,1,5
BCH000491,Plant_E,Brazil,Metformin 850mg,2023-10-11,24432,6142,17.5,0,29395.57,Equipment failure,0.2513916175507531,1.20315856254093,1,1,0,3
BCH000492,Plant_F,France,Paracetamol 500mg,2023-11-01,43766,11694,14.6,0,298090.15,Temperature deviation,0.2671937120138921,6.810998263492209,1,1,0,3
BCH000493,Plant_E,Brazil,Insulin Glargine,2023-08-13,52999,3464,15.6,1,74456.64,,0.06535972376837298,1.4048687711088887,0,1,0,2
BCH000494,Plant_A,Mexico,Ibuprofen 400mg,2023-11-11,28632,1674,27.8,1,37694.92,,0.058466051969823976,1.3165311539536182,0,1,0,2
BCH000495,Plant_E,Brazil,Losartan 50mg,2023-12-17,102210,8341,10.6,1,127459.28,Equipment failure,0.08160649642892084,1.2470333626846688,1,1,0,3
BCH000496,Plant_B,USA,Omeprazole 20mg,2023-10-20,103424,8420,10.3,2,131516.55,Contamination,0.08141243811881188,1.2716250580136137,1,1,0,3
BCH000497,Plant_B,USA,Atorvastatin 20mg,2023-09-19,90800,15088,13.7,3,130214.84,Contamination,0.16616740088105728,1.434084140969163,1,1,1,5
BCH000498,Plant_F,France,Ibuprofen 400mg,2023-09-09,95339,40035,18.1,0,686385.69,Temperature deviation,0.4199225920137614,7.199421957436096,1,1,0,3
BCH000499,Plant_A,Mexico,Metformin 850mg,2023-10-04,112360,5949,26.1,0,154661.16,,0.052945888216447134,1.3764788180847276,0,1,0,2
BCH000500,Plant_B,USA,Omeprazole 20mg,2023-07-14,166452,25813,9.9,0,192295.57,Contamination,0.15507774012928652,1.1552613966789225,1,1,0,3
BCH000501,Plant_D,India,Losartan 50mg,2023-09-01,180252,3007,26.1,0,247130.19,,0.016682200474890708,1.3710260635110845,0,0,0,0
BCH000502,Plant_E,Brazil,Ibuprofen 400mg,2023-11-08,187929,21164,23.0,0,266135.61,Process deviation,0.1126169989730164,1.416149769327778,1,1,0,3
BCH000503,Plant_A,Mexico,Atorvastatin 20mg,2023-09-20,92902,5431,29.4,0,122287.6,,0.05845945189554584,1.3163075068351597,0,1,0,2
BCH000504,Plant_E,Brazil,Ibuprofen 400mg,2023-07-26,83493,4710,28.6,0,108591.54,,0.05641191477129819,1.3006065179116812,0,1,0,2
BCH000505,Plant_D,India,Insulin Lispro,2023-08-06,117015,10763,25.9,0,161493.79,Equipment failure,0.09197966072725719,1.3801118660000855,1,1,0,3
BCH000506,Plant_F,France,Metformin 850mg,2023-12-19,21522,3870,22.9,0,143243.68,Process deviation,0.179816002230276,6.6556862745098035,1,1,0,3
BCH000507,Plant_F,France,Insulin Glargine,2023-11-21,36663,4098,8.9,0,273624.74,Contamination,0.11177481384502086,7.46323923301421,1,1,0,3
BCH000508,Plant_B,USA,Insulin Glargine,2023-10-19,100617,6430,12.8,2,143371.43,,0.06390570181977201,1.4249225280022262,0,1,0,2
BCH000509,Plant_C,Germany,Metformin 850mg,2023-07-20,133080,19788,22.9,3,916391.99,Temperature deviation,0.14869251577998197,6.8860233694018635,1,1,1,5
BCH000510,Plant_A,Mexico,Ibuprofen 400mg,2023-07-14,114429,17741,26.6,4,145840.53,Contamination,0.1550393693906265,1.274506724693915,1,1,1,5
BCH000511,Plant_D,India,Insulin Lispro,2023-10-20,57062,5548,19.3,4,71569.87,Temperature deviation,0.0972275770214854,1.254247485191546,1,1,1,5
BCH000512,Plant_E,Brazil,Paracetamol 500mg,2023-12-08,81489,8148,29.5,0,88195.26,Contamination,0.09998895556455473,1.0822965062769208,1,1,0,3
BCH000513,Plant_F,France,Metformin 850mg,2023-11-20,27986,5151,28.8,2,207672.59,Equipment failure,0.18405631387122132,7.420588508539984,1,1,0,3
BCH000514,Plant_B,USA,Omeprazole 20mg,2023-07-02,24823,1300,22.5,0,32202.14,,0.05237078515892519,1.2972702735366395,0,1,0,2
